"(0, 0)","(2, 0)","(3, 0)","(4, 0)","(5, 0)","(0, 1)","(1, 1)","(2, 1)","(3, 1)","(5, 1)","(0, 2)","(1, 2)","(2, 2)","(3, 2)","(4, 2)","(5, 2)","(0, 3)","(1, 3)","(2, 3)","(3, 3)","(4, 3)","(5, 3)","(0, 4)","(4, 4)","(5, 4)","(0, 5)","(1, 5)","(2, 5)","(3, 5)","(4, 5)","(5, 5)"
28.94467727277077,25.68430072066969,25.58236953543669,25.46420965236078,25.58074683327088,28.369501230899616,26.790802382180228,25.598773406666268,24.662994751191786,25.22730192168746,26.89624078395603,25.509305017633125,24.531273468678176,24.492719115289148,23.84195619707077,23.861659788986287,25.47393516378454,24.350970734180205,23.159270730330462,23.34958874446099,23.675030541533097,23.206662856308252,24.207984335023802,22.493497271412725,22.976481081631583,22.80565468804172,21.572974315105228,20.355664203920586,19.71199260980375,20.775731107127008,21.76087662065228
29.655230500043068,26.313990509376655,26.211257235146615,26.091865003117974,26.208402184028074,29.080054457729357,27.50135560745402,26.235892086974225,25.29215171969381,25.854957272444654,27.606794009229823,26.219858239412858,25.17442892723899,25.122041579853043,24.459912819603314,24.477791821101622,26.184488384791685,25.061523949146874,23.862332697172583,23.984829365223497,24.291898216556202,23.806652928387305,24.91853754805207,23.107152045845595,23.576204839147522,23.516207864650394,22.283527427319875,21.066217169939616,20.307353573585733,21.373267893032036,22.35849718170236
30.35867819504264,26.93811886046505,26.834517969955513,26.713243800367596,26.829780981277697,29.783502152487266,28.204803301361473,26.86723770881395,25.915592067096256,26.476336069694277,28.310241703137276,26.92330593141351,25.81167461499091,25.745183994934887,25.072634459820335,25.088750363008188,26.88793607636994,25.764971637422427,24.558366368541073,24.61392579170276,24.903607700193295,24.40221478864741,25.621985235269328,23.71583571912683,24.171521450897064,24.219655531962296,22.986975059412448,21.769664722085388,20.89848417885135,21.966491341857157,22.95179897500354
31.055091413092214,27.55672043784694,27.452251031156447,27.328408809644724,27.444945990554825,30.479915370404797,28.90121651881464,27.492909278965637,26.533438380019877,27.091501078971405,29.006654920590446,27.619719147824334,26.44303276808914,26.36269551554655,25.680085993614075,25.694503027153537,27.584349292550172,26.46138485179975,25.247491594208228,25.236921156793137,25.510124409632375,24.99332102218537,26.31839844906832,24.319505658385456,24.762402472441114,24.916068734879406,23.683388243077804,22.46607786202756,21.485361010163434,22.555375167240218,23.540755730479685
31.744540498961296,28.169835928739225,28.064505838481235,27.937422168829077,28.053959349739177,31.16936445620176,29.59066560435786,28.112953421759396,27.145791234915475,27.70051443815576,29.696104006133666,28.30916823279846,27.068643200614503,26.974671954384362,26.282290762669657,26.29502549495687,28.273798377398276,27.150833935662522,25.929778714492844,25.85425883269309,26.11142208266122,25.579943894030684,27.00784753261526,24.918127437380672,25.348819154522644,25.605517812479874,24.372837310153898,23.15552690519908,22.06795861246661,23.139891740276852,24.12533971704763
32.42709509397169,28.777506201260827,28.671329465827743,28.54034539442159,28.65688257533169,31.851919051172754,30.273220199190273,28.727419282649528,27.75270434508795,28.303437663748273,30.378658600966077,28.991722827319883,27.72109172186535,27.58120912041819,26.879274331519152,26.89033965892083,28.956352971850883,27.83338852957707,26.605304246640348,26.46601906679067,26.707560353980025,26.162056184370776,27.690402126357256,25.511674002066115,25.930743276670732,26.28807240297203,25.05539189489453,23.838081476871306,22.65863311418606,23.720012954489818,24.70552268465706
33.10282414303197,29.3797725343057,29.27276425867923,29.13723938775817,29.253776568668272,32.527648100211515,30.948949248153326,29.33635144128212,28.354225176081584,28.900331657084855,31.05438764992913,29.667451876113102,28.389384108637046,28.185578080594723,27.471068599717732,27.480469161526955,29.632082020606504,28.509117578038698,27.277356916307106,27.072291218832625,27.298564720428153,26.73963570864522,28.366131174724636,26.10018711094713,26.508147808616606,26.96380144956374,25.73112093834297,24.51381051317699,23.316169886290915,24.29571097494743,25.28127670339876
33.77179590160165,29.97667612075331,29.868851801211438,29.728164441161393,29.844701622071494,33.19661985876944,31.617921006669903,29.939794115169374,28.95039637799296,29.491256710488077,31.72335940844571,30.336423634536878,29.051379013282908,28.786731157583738,28.05802500794649,28.065443100183725,30.30105377900975,29.178089336281374,27.945228483276118,27.67599408186781,27.88446709679675,27.31266456129123,29.03510293291583,26.683688415615904,27.081016638283828,27.632773206784677,26.40009269384639,25.182782264776677,23.98153956392178,24.86696505959538,25.852574844580623
34.43407794258563,30.56825804099297,30.45963305737786,30.31318024403058,30.42971742494068,33.858901899747,32.280203047624866,30.53779090871825,29.541259485382533,30.076272513357264,32.38564144940067,30.99870567544118,29.70706475579931,29.382544929472136,28.640321057812603,28.645544012199775,30.963335819902824,29.840371377086726,28.606710896494192,28.276230939233535,28.465833011966367,27.881129846650943,29.697384973693055,27.2622037409991,27.649336132878727,28.29505524703181,27.062374733155046,25.845064301952124,24.643108387359643,25.43375397095377,26.419399628034217
35.089737163159775,31.154559214487847,31.045148730199713,30.892345888871077,31.008883069781177,34.51456112031764,32.93586226818317,31.130385159234166,30.126855370459246,30.65543815819776,33.04130066995897,31.654364895971778,30.356280573665448,29.973068707970548,29.217915083013104,29.2209171114284,31.618995040427297,30.496030597563298,29.261637920229745,28.871157431079528,29.04271299559015,28.445047972910317,30.35304419415426,27.836182192991267,28.213097286061455,28.9507144672034,27.718033952813894,26.50072352044532,25.298626387843292,25.996064318886436,26.981736423539765
35.73883979152818,31.735620390872857,31.625439303839613,31.46571987726317,31.58225705817327,35.16366374868412,33.58496489654291,31.71761994409998,30.70722460675782,31.228812146589853,33.690403298318714,32.30346752431641,30.999067282476574,30.558314823414904,29.790793341866877,29.791536872726084,32.26809766876858,31.145133225878393,29.910030164165757,29.460801157378842,29.61489308074138,29.004445419896467,31.002146822460965,28.40570736093362,28.77235666297119,29.599817095351888,28.36713658068225,27.149826147676777,25.947701052985668,26.553927652119388,27.539575324060866
36.381451393612906,32.31148214273361,32.200545076720445,32.03336012577134,32.14989730668144,35.8062753507678,34.2275764986229,32.29953811039807,31.2824075391759,31.796452395098026,34.33301490039871,32.946079126388135,31.635483639976908,31.138318090362198,30.358943644676522,30.357400825840713,32.91070927083848,31.787744827934006,30.55194616211328,30.04515274139041,30.182367737908823,29.559346232592034,31.64475842451199,28.970623658313748,29.32714911092458,30.242428697316466,29.009748182493784,27.792437749140344,26.590307117451168,27.107347522948455,28.09296327171503
37.01763687967678,32.882184862105056,32.770506166018755,32.59532397179443,32.71186115270453,36.4424608368311,34.86376198468419,32.8761822767871,31.85244432007042,32.35841624112111,34.969200386459995,33.58226461244491,32.26559161107803,31.713115072208005,30.922359539287896,30.91850743072513,33.546894756894254,32.42393031398197,31.187449454130665,30.624245003669053,30.74512876500807,30.109772659952654,32.280943910557454,29.530914752578383,29.877481720367484,30.878614183314713,29.645933668408414,28.42862323486487,27.226491506574487,27.656346058143264,28.641932864523955
37.647460510880016,33.447768757537524,33.33536250891003,33.15166817935729,33.26820536026738,37.07228446803403,35.49358561588602,33.44759483495791,32.41737491657575,32.914760448683964,35.599024017661826,34.212088243644274,32.88945311441723,32.282743065382,31.481039382906395,31.474859456322317,34.17671838809307,33.05375394517652,31.816603874129385,31.198112380883472,31.303176503814562,30.655742872640673,32.91076754175063,30.08657323270803,30.423371197504146,31.508437814482093,30.27575729953012,29.058446865882715,27.85631492031473,28.200949648964418,29.186495135875102
38.27098590577121,34.008273851626775,33.895153861092815,33.70244894484451,33.81898612575461,37.69580986292505,36.11711101077645,34.01381794868344,32.97723911245858,33.46554121417119,36.222549412552254,34.83561363853336,33.50712956116591,32.84723969116304,32.03498584091059,32.026463020073,34.80024378298186,33.677279340062974,32.43947276644592,31.766790765198998,31.856514861360758,31.197273189860237,33.53429293663634,30.637600289612138,30.96483285372242,32.131963209353714,30.899282694376787,29.681972260672637,28.479840272001425,28.74116891289865,29.7266670221224
38.8882760467135,34.56373997871912,34.44991979487,34.247721902676865,34.364259083586965,38.313100003867255,36.734401151718316,34.57489355268868,33.532076507038575,34.01081417200355,36.83983955349412,35.45290377947449,34.11868178251623,33.40664280187277,32.58420535441356,32.5733274120003,35.417533923922825,34.294569481002675,33.05611886776345,32.33031661055399,32.40515111755206,31.73437865787505,34.15158307757563,31.18400065138784,31.501881247559428,32.74925335028531,31.516572835294745,30.299262401559595,29.09713040430901,29.27701843256951,30.26246337771524
39.49939328624637,35.11420678275492,34.999699697034494,34.787542130930895,34.904079311840995,38.92421724340007,37.34551839125096,35.13086335136247,34.08192651345004,34.55063440025758,37.45095679302676,36.06402101900673,34.72417002296856,33.9609904201306,33.12870769186898,33.115464730853525,36.028651163454974,34.90568672053412,33.66660429333181,32.88872682762947,32.94909547227002,32.26707355433346,34.76270031710686,31.725781993097012,32.03453020503282,33.36037058981233,32.127690074814325,30.91037964106224,29.708247642088388,29.80851188446225,30.79389864728526
40.104399353383904,35.65971371521952,35.54453276677987,35.32196415690238,35.43850133781248,39.52922331053758,37.95052445838837,35.69164986963739,34.62682835666776,35.085056426229066,38.05596286016418,36.66902708614392,35.323653943878064,34.51032069242135,33.668505551907664,33.65288957946475,36.633657230592114,35.510692787670884,34.270990539976765,33.44205868953802,33.48836072977456,32.79537175368485,35.367706384243505,32.26295452165271,32.562793162646955,33.965376656946674,32.73269614194461,31.51538570818327,30.313253708854795,30.335662822528295,31.320986565029003
40.70335535985007,36.20127825735469,36.084458013675174,35.851041962614154,35.967579143524254,40.12817931700373,38.54948046485447,36.284168769294254,35.16779929569387,35.614134231940845,38.654918866630275,37.267983092609896,35.91817085277779,35.05467184856365,34.203614214027596,34.18561878692235,37.23261323705807,36.109648794136625,34.86933849173697,33.990349764103094,34.022962010989936,33.319287020387456,35.966662390709175,32.79553071872712,33.086683449664065,34.5643326634111,33.3316521484068,32.114341714640425,30.912209715234404,30.85848447657689,31.843740474184564
41.296321806251576,36.74247163546316,36.62038585345245,36.37482899026881,36.49136617117891,40.721145763405225,39.14244691125593,36.87101399006785,35.7298355216427,36.1379212595955,39.24788531303174,37.8609495390113,36.510439828189135,35.59495376380328,34.73405123042297,34.71367116149036,37.82557968345946,36.702615240537895,35.461805270063174,34.53363785383238,34.55291649917442,33.83883324156892,36.55962883711041,33.32352511537476,33.606214522817595,35.15729910981164,33.92461859480615,32.70730816103699,31.50517616161163,31.376989959889272,32.36217356225933
